Date,Time,Azimuth (degrees),Altitude (degrees)
2025/01/01,12:00:00,317.54228615544383,-57.13787893533512
2025/01/02,12:00:00,319.26117894577294,-57.94839550736626
2025/01/03,12:00:00,321.08431995185686,-58.73144802795132
2025/01/04,12:00:00,323.01527808579505,-59.483501501546534
2025/01/05,12:00:00,325.05687942676775,-60.20084643311874
2025/01/06,12:00:00,327.2109692741051,-60.87962717704622
2025/01/07,12:00:00,329.47814955010057,-61.51588100288757
2025/01/08,12:00:00,331.85750063884166,-62.10558928615103
2025/01/09,12:00:00,334.3463049918258,-62.64474251327206
2025/01/10,12:00:00,336.9397940220114,-63.129419004508705
2025/01/11,12:00:00,339.63094518718026,-63.555876094409456
2025/01/12,12:00:00,342.4103614323194,-63.92065130605049
2025/01/13,12:00:00,345.2662624801793,-64.22066866827895
2025/01/14,12:00:00,348.18461298505196,-64.45334408779267
2025/01/15,12:00:00,351.1494036690759,-64.61668276152179
2025/01/16,12:00:00,354.1430816800491,-64.70936057996012
2025/01/17,12:00:00,357.1471073362415,-64.73078222620575
2025/01/18,12:00:00,0.14259645927920642,-64.68111032984521
2025/01/19,12:00:00,3.1109941217677366,-64.56126252233777
2025/01/20,12:00:00,6.034721409533357,-64.37287630063196
2025/01/21,12:00:00,8.897737517574917,-64.1182448988708
2025/01/22,12:00:00,11.685976991961782,-63.80023015202905
2025/01/23,12:00:00,14.387638136430871,-63.42215996404854
2025/01/24,12:00:00,16.99331853221545,-62.98771853989309
2025/01/25,12:00:00,19.496009709624374,-62.500837143211875
2025/01/26,12:00:00,21.89097836259977,-61.96559125665724
2025/01/27,12:00:00,24.17556320322736,-61.386108677192624
2025/01/28,12:00:00,26.348918253948874,-60.76649127103634
2025/01/29,12:00:00,28.411733899676786,-60.11075034750362
2025/01/30,12:00:00,30.36595385475372,-59.4227559838747
2025/01/31,12:00:00,32.21450652034119,-58.70619846269153
2025/02/01,12:00:00,33.96106133143866,-57.96456007003102
2025/02/02,12:00:00,35.60981383432917,-57.20109671831223
2025/02/03,12:00:00,37.16530249333955,-56.41882841894053
2025/02/04,12:00:00,38.63225788477633,-55.62053729451404
2025/02/05,12:00:00,40.01548208319699,-54.80877180773142
2025/02/06,12:00:00,41.31975459784224,-53.98585582716075
2025/02/07,12:00:00,42.54976140117765,-53.1539008090006
2025/02/08,12:00:00,43.71004330973584,-52.314819666517515
2025/02/09,12:00:00,44.8049598584339,-51.47034146770246
2025/02/10,12:00:00,45.838665804587386,-50.622026011269895
2025/02/11,12:00:00,46.8150972842869,-49.77127796984032
2025/02/12,12:00:00,47.737964783405836,-48.91936094069202
2025/02/13,12:00:00,48.61075269981666,-48.06741000716658
2025/02/14,12:00:00,49.43672374171107,-47.21644285007466
2025/02/15,12:00:00,50.21892616311511,-46.36737019959294
2025/02/16,12:00:00,50.96020300308606,-45.52100564292922
2025/02/17,12:00:00,51.66320304164094,-44.67807423336205
2025/02/18,12:00:00,52.330392641660644,-43.83922000121554
2025/02/19,12:00:00,52.96406717247084,-43.005013459863214
2025/02/20,12:00:00,53.56636256697819,-42.17595814991809
2025/02/21,12:00:00,54.139266524715815,-41.35249661968548
2025/02/22,12:00:00,54.68462903358044,-40.53501631230824
2025/02/23,12:00:00,55.20417261234039,-39.723854833154235
2025/02/24,12:00:00,55.69950221241533,-38.91930465744718
2025/02/25,12:00:00,56.17211474482722,-38.1216171567766
2025/02/26,12:00:00,56.62340803936449,-37.331005774922886
2025/02/27,12:00:00,57.054688777820296,-36.54764834242716
2025/02/28,12:00:00,57.467179081848755,-35.77168829866738
2025/03/01,12:00:00,57.862021694993274,-35.00323496439465
2025/03/02,12:00:00,58.2402842405606,-34.2423635825322
2025/03/03,12:00:00,58.60296340153754,-33.48911620014544
2025/03/04,12:00:00,58.950989720595764,-32.74350393273675
2025/03/05,12:00:00,59.28523296715991,-32.00551048479602
2025/03/06,12:00:00,59.60650739849888,-31.275096491219248
2025/03/07,12:00:00,59.915576410495134,-30.552203862931623
2025/03/08,12:00:00,60.21315640007142,-29.836759669783703
